time,asset,yes,no,event,pnl
03/26 21:12:40,SOL,0.985,0.015,holding,
03/26 21:12:43,ETH,0.985,0.015,holding,
03/26 21:12:43,SOL,0.985,0.015,holding,
03/26 21:12:46,ETH,0.985,0.015,holding,
03/26 21:12:46,SOL,0.985,0.015,holding,
03/26 21:12:49,ETH,0.99,0.01,holding,
03/26 21:12:49,SOL,0.985,0.015,holding,
03/26 21:12:51,ETH,0.99,0.01,holding,
03/26 21:12:52,SOL,0.985,0.015,holding,
03/26 21:12:54,ETH,0.99,0.01,holding,
03/26 21:12:55,SOL,0.985,0.015,holding,
03/26 21:12:57,ETH,0.99,0.01,holding,
03/26 21:12:57,SOL,0.985,0.015,holding,
03/26 21:13:00,ETH,0.99,0.01,holding,
03/26 21:13:00,SOL,0.985,0.015,holding,
03/26 21:13:03,ETH,0.995,0.005,holding,
03/26 21:13:03,SOL,0.985,0.015,holding,
03/26 21:13:06,ETH,0.995,0.005,holding,
03/26 21:13:06,SOL,0.995,0.005,holding,
03/26 21:13:09,ETH,0.995,0.005,holding,
03/26 21:13:09,SOL,0.995,0.005,holding,
03/26 21:13:12,ETH,0.995,0.005,holding,
03/26 21:13:12,SOL,0.995,0.005,holding,
03/26 21:13:14,ETH,0.995,0.005,holding,
03/26 21:13:15,SOL,0.995,0.005,holding,
03/26 21:13:17,ETH,0.995,0.005,holding,
03/26 21:13:17,SOL,0.995,0.005,holding,
03/26 21:13:20,ETH,0.995,0.005,holding,
03/26 21:13:20,SOL,0.995,0.005,holding,
03/26 21:13:23,ETH,0.995,0.005,holding,
03/26 21:13:23,SOL,0.995,0.005,holding,
03/26 21:13:26,ETH,0.9995,0.0005,holding,
03/26 21:13:26,SOL,0.9995,0.0005,holding,
03/26 21:13:29,ETH,0.9995,0.0005,holding,
03/26 21:13:29,SOL,0.9995,0.0005,holding,
03/26 21:13:32,ETH,0.9995,0.0005,holding,
03/26 21:13:32,SOL,0.9995,0.0005,holding,
03/26 21:13:34,ETH,0.9995,0.0005,holding,
03/26 21:13:35,SOL,0.9995,0.0005,holding,
03/26 21:13:37,ETH,0.9995,0.0005,holding,
03/26 21:13:37,SOL,0.9995,0.0005,holding,
03/26 21:13:40,ETH,0.9995,0.0005,holding,
03/26 21:13:40,SOL,0.9995,0.0005,holding,
03/26 21:13:43,ETH,0.9995,0.0005,holding,
03/26 21:13:43,SOL,0.9995,0.0005,holding,
03/26 21:13:46,ETH,0.9995,0.0005,holding,
03/26 21:13:46,SOL,0.9995,0.0005,holding,
03/26 21:13:49,ETH,0.9995,0.0005,holding,
03/26 21:13:49,SOL,0.9995,0.0005,holding,
03/26 21:13:51,ETH,0.9995,0.0005,holding,
03/26 21:13:52,SOL,0.9995,0.0005,holding,
03/26 21:13:54,ETH,0.9995,0.0005,holding,
03/26 21:13:55,SOL,0.9995,0.0005,holding,
03/26 21:13:57,ETH,0.9995,0.0005,holding,
03/26 21:13:58,SOL,0.9995,0.0005,holding,
03/26 21:14:01,ETH,0.9995,0.0005,holding,
03/26 21:14:01,SOL,0.9995,0.0005,holding,
03/26 21:14:04,ETH,0.9995,0.0005,holding,
03/26 21:14:04,SOL,0.9995,0.0005,holding,
03/26 21:14:07,ETH,0.9995,0.0005,holding,
03/26 21:14:07,SOL,0.9995,0.0005,holding,
03/26 21:14:10,ETH,0.9995,0.0005,holding,
03/26 21:14:10,SOL,0.9995,0.0005,holding,
03/26 21:14:13,ETH,0.9995,0.0005,holding,
03/26 21:14:13,SOL,0.9995,0.0005,holding,
03/26 21:14:16,ETH,0.9995,0.0005,holding,
03/26 21:14:16,SOL,0.9995,0.0005,holding,
03/26 21:14:19,ETH,0.9995,0.0005,holding,
03/26 21:14:19,SOL,0.9995,0.0005,holding,
03/26 21:14:22,ETH,0.9995,0.0005,holding,
03/26 21:14:22,SOL,0.9995,0.0005,holding,
03/26 21:14:25,ETH,0.9995,0.0005,holding,
03/26 21:14:25,SOL,0.9995,0.0005,holding,
03/26 21:14:27,ETH,0.9995,0.0005,holding,
03/26 21:14:28,SOL,0.9995,0.0005,holding,
03/26 21:14:30,ETH,0.9995,0.0005,holding,
03/26 21:14:31,SOL,0.9995,0.0005,holding,
03/26 21:14:33,ETH,0.9995,0.0005,holding,
03/26 21:14:33,SOL,0.9995,0.0005,holding,
03/26 21:14:36,ETH,0.9995,0.0005,holding,
03/26 21:14:36,SOL,0.9995,0.0005,holding,
03/26 21:14:39,ETH,0.9995,0.0005,holding,
03/26 21:14:39,SOL,0.9995,0.0005,holding,
03/26 21:14:42,ETH,0.9995,0.0005,holding,
03/26 21:14:42,SOL,0.9995,0.0005,holding,
03/26 21:14:45,ETH,0.9995,0.0005,holding,
03/26 21:14:45,SOL,0.9995,0.0005,holding,
03/26 21:14:47,ETH,0.9995,0.0005,holding,
03/26 21:14:48,SOL,0.9995,0.0005,holding,
03/26 21:14:50,ETH,0.9995,0.0005,holding,
03/26 21:14:51,SOL,0.9995,0.0005,holding,
03/26 21:14:53,ETH,0.9995,0.0005,holding,
03/26 21:14:53,SOL,0.9995,0.0005,holding,
03/26 21:14:56,ETH,0.9995,0.0005,holding,
03/26 21:14:56,SOL,0.9995,0.0005,holding,
03/26 21:14:59,ETH,0.9995,0.0005,holding,
03/26 21:14:59,SOL,0.9995,0.0005,holding,
03/26 21:55:02,SOL,0.95,0.05,*** S2 BUY NO @ 5.00% ***,
03/26 21:55:09,XRP,0.925,0.075,*** S2 BUY NO @ 7.50% ***,
03/26 21:55:17,SOL,0.93,0.07,holding,
03/26 21:55:18,XRP,0.925,0.075,holding,
03/26 21:55:21,SOL,0.93,0.07,holding,
03/26 21:55:21,XRP,0.905,0.095,holding,
03/26 21:55:24,SOL,0.925,0.075,holding,
03/26 21:55:24,XRP,0.915,0.085,holding,
03/26 21:55:27,SOL,0.92,0.08,holding,
03/26 21:55:28,XRP,0.915,0.085,holding,
03/26 21:55:31,SOL,0.92,0.08,holding,
03/26 21:55:31,XRP,0.905,0.095,holding,
03/26 21:55:34,SOL,0.905,0.095,holding,
03/26 21:55:34,XRP,0.895,0.105,holding,
03/26 21:55:37,SOL,0.915,0.085,holding,
03/26 21:55:37,XRP,0.915,0.09,holding,
03/26 21:55:40,SOL,0.875,0.125,holding,
03/26 21:55:41,XRP,0.88,0.12,holding,
03/26 21:55:44,SOL,0.87,0.13,holding,
03/26 21:55:44,XRP,0.89,0.11,holding,
03/26 21:55:47,SOL,0.88,0.12,holding,
03/26 21:55:47,XRP,0.89,0.11,holding,
03/26 21:55:50,SOL,0.865,0.135,holding,
03/26 21:55:51,XRP,0.875,0.125,holding,
03/26 21:55:54,SOL,0.875,0.125,holding,
03/26 21:55:54,XRP,0.875,0.125,holding,
03/26 21:55:57,SOL,0.875,0.125,holding,
03/26 21:55:57,XRP,0.885,0.115,holding,
03/26 21:56:00,SOL,0.875,0.125,holding,
03/26 21:56:00,XRP,0.865,0.135,holding,
03/26 21:56:03,SOL,0.875,0.125,holding,
03/26 21:56:04,XRP,0.89,0.115,holding,
03/26 21:56:07,XRP,0.845,0.16,*** S2 TP1 NO @ 15.50% ***,
03/26 21:56:07,SOL,0.855,0.145,holding,
03/26 21:56:07,SOL,0.845,0.155,*** S2 TP1 NO @ 16.00% ***,
03/26 21:56:07,XRP,0.825,0.175,holding,
03/26 21:56:10,SOL,0.825,0.175,holding,
03/26 21:56:10,XRP,0.87,0.13,holding,
03/26 21:56:13,SOL,0.865,0.135,holding,
03/26 21:56:14,XRP,0.87,0.13,holding,
03/26 21:56:17,SOL,0.865,0.135,holding,
03/26 21:56:17,XRP,0.83,0.17,holding,
03/26 21:56:20,SOL,0.88,0.12,holding,
03/26 21:56:20,XRP,0.845,0.155,holding,
03/26 21:56:24,SOL,0.825,0.175,holding,
03/26 21:56:24,XRP,0.77,0.23,holding,
03/26 21:56:27,SOL,0.8,0.2,holding,
03/26 21:56:28,XRP,0.74,0.26,holding,
03/26 21:56:31,SOL,0.815,0.185,holding,
03/26 21:56:31,XRP,0.78,0.22,holding,
03/26 21:56:34,SOL,0.86,0.135,holding,
03/26 21:56:34,XRP,0.81,0.19,holding,
03/26 21:56:37,SOL,0.91,0.09,holding,
03/26 21:56:38,XRP,0.88,0.12,holding,
03/26 21:56:41,SOL,0.89,0.11,holding,
03/26 21:56:41,XRP,0.875,0.125,holding,
03/26 21:56:44,SOL,0.83,0.17,holding,
03/26 21:56:44,XRP,0.825,0.175,holding,
03/26 21:56:47,SOL,0.825,0.17,holding,
03/26 21:56:47,XRP,0.835,0.165,holding,
03/26 21:56:50,SOL,0.83,0.17,holding,
03/26 21:56:51,XRP,0.85,0.15,holding,
03/26 21:56:54,SOL,0.815,0.185,holding,
03/26 21:56:54,XRP,0.805,0.195,holding,
03/26 21:56:57,SOL,0.815,0.185,holding,
03/26 21:56:57,XRP,0.81,0.19,holding,
03/26 21:57:00,SOL,0.81,0.19,holding,
03/26 21:57:00,XRP,0.815,0.185,holding,
03/26 21:57:03,SOL,0.855,0.145,holding,
03/26 21:57:04,XRP,0.88,0.125,holding,
03/26 21:57:07,SOL,0.835,0.165,holding,
03/26 21:57:07,XRP,0.855,0.145,holding,
03/26 21:57:10,SOL,0.79,0.21,holding,
03/26 21:57:10,XRP,0.835,0.165,holding,
03/26 21:57:14,SOL,0.645,0.34,holding,
03/26 21:57:14,XRP,0.8,0.2,holding,
03/26 21:57:18,SOL,0.745,0.255,holding,
03/26 21:57:18,XRP,0.875,0.125,holding,
03/26 21:57:21,SOL,0.72,0.285,holding,
03/26 21:57:22,XRP,0.845,0.155,holding,
03/26 21:57:25,SOL,0.69,0.31,holding,
03/26 21:57:25,XRP,0.85,0.15,holding,
03/26 21:57:28,SOL,0.65,0.35,holding,
03/26 21:57:28,XRP,0.85,0.15,holding,
03/26 21:57:31,SOL,0.585,0.415,*** S2 TP2 NO @ 41.50% ***,
03/26 21:57:31,SOL,0.575,0.425,holding,
03/26 21:57:31,XRP,0.8,0.2,holding,
03/26 21:57:34,SOL,0.595,0.405,holding,
03/26 21:57:35,XRP,0.82,0.18,holding,
03/26 21:57:38,SOL,0.505,0.495,holding,
03/26 21:57:38,XRP,0.795,0.205,holding,
03/26 21:57:41,SOL,0.485,0.515,holding,
03/26 21:57:42,XRP,0.835,0.165,holding,
03/26 21:57:44,SOL,0.345,0.66,holding,
03/26 21:57:45,XRP,0.755,0.245,holding,
03/26 21:57:48,SOL,0.435,0.565,holding,
03/26 21:57:48,XRP,0.835,0.165,holding,
03/26 21:57:51,SOL,0.465,0.535,holding,
03/26 21:57:51,XRP,0.835,0.165,holding,
03/26 21:57:54,SOL,0.48,0.52,holding,
03/26 21:57:55,XRP,0.845,0.155,holding,
03/26 21:57:58,SOL,0.53,0.47,holding,
03/26 21:57:58,XRP,0.855,0.145,holding,
03/26 21:58:01,SOL,0.52,0.465,holding,
03/26 21:58:01,XRP,0.875,0.125,holding,
03/26 21:58:04,SOL,0.615,0.385,holding,
03/26 21:58:04,XRP,0.885,0.115,holding,
03/26 21:58:07,SOL,0.59,0.415,holding,
03/26 21:58:07,XRP,0.865,0.135,holding,
03/26 21:58:10,SOL,0.525,0.475,holding,
03/26 21:58:11,XRP,0.865,0.135,holding,
03/26 21:58:14,SOL,0.49,0.51,holding,
03/26 21:58:14,XRP,0.875,0.125,holding,
03/26 21:58:17,SOL,0.53,0.47,holding,
03/26 21:58:17,XRP,0.885,0.115,holding,
03/26 21:58:20,SOL,0.625,0.385,holding,
03/26 21:58:20,XRP,0.905,0.095,holding,
03/26 21:58:23,SOL,0.545,0.455,holding,
03/26 21:58:24,XRP,0.83,0.17,holding,
03/26 21:58:26,SOL,0.485,0.515,holding,
03/26 21:58:27,XRP,0.875,0.13,holding,
03/26 21:58:30,SOL,0.475,0.525,holding,
03/26 21:58:30,XRP,0.87,0.13,holding,
03/26 21:58:33,SOL,0.515,0.49,holding,
03/26 21:58:33,XRP,0.88,0.12,holding,
03/26 21:58:36,SOL,0.37,0.63,holding,
03/26 21:58:37,XRP,0.75,0.26,holding,
03/26 21:58:39,SOL,0.325,0.675,holding,
03/26 21:58:40,XRP,0.74,0.26,holding,
03/26 21:58:43,SOL,0.36,0.64,holding,
03/26 21:58:43,XRP,0.695,0.305,holding,
03/26 21:58:46,SOL,0.35,0.65,holding,
03/26 21:58:46,XRP,0.75,0.245,holding,
03/26 21:58:49,SOL,0.39,0.61,holding,
03/26 21:58:50,XRP,0.745,0.255,holding,
03/26 21:58:53,SOL,0.485,0.515,holding,
03/26 21:58:53,XRP,0.785,0.215,holding,
03/26 21:58:56,SOL,0.425,0.575,holding,
03/26 21:58:56,XRP,0.69,0.315,holding,
03/26 21:58:59,SOL,0.39,0.61,holding,
03/26 21:58:59,XRP,0.69,0.31,holding,
03/26 21:59:03,SOL,0.265,0.705,holding,
03/26 21:59:03,XRP,0.595,0.405,*** S2 TP2 NO @ 40.50% ***,
03/26 21:59:03,XRP,0.595,0.405,holding,
03/26 21:59:06,SOL,0.2,0.8,holding,
03/26 21:59:07,XRP,0.575,0.425,holding,
03/26 21:59:09,SOL,0.215,0.785,holding,
03/26 21:59:10,XRP,0.625,0.375,holding,
03/26 21:59:13,SOL,0.385,0.615,holding,
03/26 21:59:14,XRP,0.725,0.275,holding,
03/26 21:59:17,SOL,0.375,0.625,holding,
03/26 21:59:17,XRP,0.715,0.285,holding,
03/26 21:59:20,SOL,0.63,0.36,holding,
03/26 21:59:20,XRP,0.93,0.07,holding,
03/26 21:59:24,SOL,0.7,0.305,holding,
03/26 21:59:24,XRP,0.96,0.04,holding,
03/26 21:59:27,SOL,0.695,0.305,holding,
03/26 21:59:27,XRP,0.955,0.045,holding,
03/26 21:59:30,SOL,0.735,0.265,holding,
03/26 21:59:30,XRP,0.965,0.035,holding,
03/26 21:59:34,SOL,0.715,0.285,holding,
03/26 21:59:34,XRP,0.955,0.045,holding,
03/26 21:59:37,SOL,0.775,0.225,holding,
03/26 21:59:37,XRP,0.96,0.04,holding,
03/26 21:59:40,SOL,0.805,0.195,holding,
03/26 21:59:40,XRP,0.97,0.03,holding,
03/26 21:59:43,SOL,0.8,0.21,holding,
03/26 21:59:44,XRP,0.975,0.025,holding,
03/26 21:59:46,SOL,0.955,0.05,holding,
03/26 21:59:47,XRP,0.995,0.005,holding,
03/26 21:59:50,SOL,0.94,0.06,holding,
03/26 21:59:50,XRP,0.995,0.005,holding,
03/26 21:59:54,SOL,0.985,0.015,holding,
03/26 21:59:54,XRP,0.995,0.005,holding,
03/26 21:59:57,SOL,0.995,0.005,holding,
03/26 21:59:57,XRP,0.995,0.005,holding,
03/26 22:00:00,SOL,0.995,0.005,holding,
03/26 22:00:00,XRP,0.995,0.005,holding,
03/26 22:25:02,ETH,0.095,0.905,*** S2 BUY YES @ 9.50% ***,
03/26 22:25:10,SOL,0.065,0.935,*** S2 BUY YES @ 6.50% ***,
03/26 22:25:16,XRP,0.07,0.93,*** S2 BUY YES @ 7.00% ***,
03/26 22:25:25,ETH,0.055,0.945,holding,
03/26 22:25:25,SOL,0.055,0.945,holding,
03/26 22:25:25,XRP,0.105,0.895,holding,
03/26 22:25:28,ETH,0.085,0.915,holding,
03/26 22:25:29,SOL,0.075,0.925,holding,
03/26 22:25:29,XRP,0.125,0.875,holding,
03/26 22:25:32,ETH,0.075,0.925,holding,
03/26 22:25:32,SOL,0.07,0.925,holding,
03/26 22:25:33,XRP,0.125,0.875,holding,
03/26 22:25:36,ETH,0.065,0.935,holding,
03/26 22:25:36,SOL,0.055,0.945,holding,
03/26 22:25:36,XRP,0.105,0.895,holding,
03/26 22:25:39,ETH,0.065,0.935,holding,
03/26 22:25:40,SOL,0.055,0.945,holding,
03/26 22:25:40,XRP,0.115,0.885,holding,
03/26 22:25:43,ETH,0.055,0.945,holding,
03/26 22:25:44,SOL,0.05,0.95,holding,
03/26 22:25:44,XRP,0.115,0.885,holding,
03/26 22:25:47,ETH,0.075,0.925,holding,
03/26 22:25:47,SOL,0.055,0.945,holding,
03/26 22:25:48,XRP,0.115,0.885,holding,
03/26 22:25:50,ETH,0.065,0.935,holding,
03/26 22:25:51,SOL,0.055,0.945,holding,
03/26 22:25:51,XRP,0.13,0.87,holding,
03/26 22:25:54,ETH,0.065,0.935,holding,
03/26 22:25:55,SOL,0.055,0.945,holding,
03/26 22:25:55,XRP,0.135,0.865,holding,
03/26 22:25:58,XRP,0.175,0.825,*** S2 TP1 YES @ 17.50% ***,
03/26 22:25:58,ETH,0.075,0.925,holding,
03/26 22:25:58,SOL,0.075,0.925,holding,
03/26 22:25:59,XRP,0.205,0.79,holding,
03/26 22:26:02,ETH,0.075,0.925,holding,
03/26 22:26:02,SOL,0.075,0.925,holding,
03/26 22:26:03,XRP,0.155,0.845,holding,
03/26 22:26:05,ETH,0.075,0.925,holding,
03/26 22:26:06,SOL,0.07,0.92,holding,
03/26 22:26:07,XRP,0.155,0.845,holding,
03/26 22:26:10,ETH,0.075,0.925,holding,
03/26 22:26:10,SOL,0.07,0.93,holding,
03/26 22:26:10,XRP,0.135,0.865,holding,
03/26 22:26:13,ETH,0.065,0.935,holding,
03/26 22:26:14,SOL,0.065,0.935,holding,
03/26 22:26:14,XRP,0.095,0.905,holding,
03/26 22:26:17,ETH,0.075,0.925,holding,
03/26 22:26:18,SOL,0.065,0.935,holding,
03/26 22:26:18,XRP,0.095,0.905,holding,
03/26 22:26:21,ETH,0.065,0.935,holding,
03/26 22:26:21,SOL,0.065,0.935,holding,
03/26 22:26:22,XRP,0.095,0.905,holding,
03/26 22:26:25,ETH,0.05,0.95,holding,
03/26 22:26:25,SOL,0.075,0.925,holding,
03/26 22:26:25,XRP,0.1,0.9,holding,
03/26 22:26:28,ETH,0.065,0.935,holding,
03/26 22:26:29,SOL,0.075,0.925,holding,
03/26 22:26:29,XRP,0.12,0.88,holding,
03/26 22:26:32,ETH,0.075,0.925,holding,
03/26 22:26:32,SOL,0.085,0.915,holding,
03/26 22:26:33,XRP,0.155,0.85,holding,
03/26 22:26:36,ETH,0.075,0.925,holding,
03/26 22:26:36,SOL,0.085,0.915,holding,
03/26 22:26:37,XRP,0.185,0.815,holding,
03/26 22:26:40,ETH,0.075,0.925,holding,
03/26 22:26:40,SOL,0.085,0.915,holding,
03/26 22:26:40,XRP,0.205,0.795,holding,
03/26 22:26:43,ETH,0.085,0.915,holding,
03/26 22:26:44,SOL,0.095,0.905,holding,
03/26 22:26:44,XRP,0.19,0.81,holding,
03/26 22:26:47,ETH,0.085,0.915,holding,
03/26 22:26:47,SOL,0.095,0.905,holding,
03/26 22:26:48,XRP,0.185,0.815,holding,
03/26 22:26:51,ETH,0.115,0.88,holding,
03/26 22:26:51,SOL,0.135,0.87,holding,
03/26 22:26:52,XRP,0.205,0.795,holding,
03/26 22:26:54,ETH,0.125,0.875,holding,
03/26 22:26:55,SOL,0.135,0.865,holding,
03/26 22:26:55,XRP,0.195,0.805,holding,
03/26 22:26:58,ETH,0.155,0.845,*** S2 TP1 YES @ 15.50% ***,
03/26 22:26:58,SOL,0.165,0.835,*** S2 TP1 YES @ 16.50% ***,
03/26 22:26:58,ETH,0.155,0.845,holding,
03/26 22:26:59,SOL,0.165,0.835,holding,
03/26 22:26:59,XRP,0.245,0.755,holding,
03/26 22:27:03,ETH,0.275,0.71,holding,
03/26 22:27:03,SOL,0.265,0.735,holding,
03/26 22:27:04,XRP,0.325,0.675,holding,
03/26 22:27:07,ETH,0.315,0.685,holding,
03/26 22:27:07,SOL,0.245,0.755,holding,
03/26 22:27:07,XRP,0.315,0.685,holding,
03/26 22:27:10,ETH,0.375,0.625,holding,
03/26 22:27:11,ETH,0.465,0.53,*** S2 TP2 YES @ 46.50% ***,
03/26 22:27:11,SOL,0.305,0.69,holding,
03/26 22:27:11,XRP,0.435,0.565,*** S2 TP2 YES @ 43.50% ***,
03/26 22:27:11,XRP,0.435,0.565,holding,
03/26 22:27:14,ETH,0.565,0.435,holding,
03/26 22:27:14,SOL,0.375,0.625,holding,
03/26 22:27:15,XRP,0.475,0.525,holding,
03/26 22:27:15,SOL,0.405,0.585,*** S2 TP2 YES @ 40.00% ***,
03/26 22:27:18,ETH,0.59,0.41,holding,
03/26 22:27:18,SOL,0.385,0.615,holding,
03/26 22:27:18,XRP,0.485,0.515,holding,
03/26 22:27:21,ETH,0.565,0.435,holding,
03/26 22:27:21,SOL,0.355,0.645,holding,
03/26 22:27:22,XRP,0.475,0.525,holding,
03/26 22:27:29,ETH,0.5,0.495,holding,
03/26 22:27:30,SOL,0.285,0.715,holding,
03/26 22:27:30,XRP,0.355,0.645,holding,
03/26 22:27:33,ETH,0.475,0.525,holding,
03/26 22:27:33,SOL,0.265,0.735,holding,
03/26 22:27:34,XRP,0.335,0.665,holding,
03/26 22:27:42,SOL,0.235,0.765,holding,
03/26 22:27:42,XRP,0.325,0.68,holding,
03/26 22:27:45,ETH,0.375,0.625,holding,
03/26 22:27:45,SOL,0.185,0.815,holding,
03/26 22:27:45,XRP,0.295,0.705,holding,
03/26 22:27:48,ETH,0.355,0.645,holding,
03/26 22:27:53,SOL,0.215,0.785,holding,
03/26 22:27:54,XRP,0.255,0.745,holding,
03/26 22:27:56,ETH,0.385,0.615,holding,
03/26 22:27:57,SOL,0.19,0.81,holding,
03/26 22:27:57,XRP,0.255,0.745,holding,
03/26 22:27:59,ETH,0.435,0.565,holding,
03/26 22:28:00,SOL,0.195,0.805,holding,
03/26 22:28:00,XRP,0.25,0.75,holding,
03/26 22:28:44,BTC,0.815,0.185,*** BUY YES @ 81.50% ***,
03/26 22:28:53,BTC,0.895,0.115,holding,
03/26 22:28:56,BTC,0.865,0.135,holding,
03/26 22:28:58,BTC,0.86,0.14,holding,
03/26 22:29:01,BTC,0.865,0.135,holding,
03/26 22:29:03,BTC,0.855,0.15,holding,
03/26 22:29:05,BTC,0.805,0.195,holding,
03/26 22:29:07,BTC,0.805,0.195,holding,
03/26 22:29:10,BTC,0.895,0.105,holding,
03/26 22:29:12,BTC,0.86,0.145,holding,
03/26 22:29:15,BTC,0.745,0.24,holding,
03/26 22:29:17,BTC,0.765,0.235,holding,
03/26 22:29:19,BTC,0.745,0.255,holding,
03/26 22:29:22,BTC,0.76,0.24,holding,
03/26 22:29:24,BTC,0.725,0.275,holding,
03/26 22:29:26,BTC,0.715,0.285,holding,
03/26 22:29:28,BTC,0.595,0.405,holding,
03/26 22:29:31,BTC,0.635,0.365,holding,
03/26 22:29:33,BTC,0.7,0.305,holding,
03/26 22:29:35,BTC,0.695,0.305,holding,
03/26 22:29:38,BTC,0.645,0.355,holding,
03/26 22:29:40,BTC,0.605,0.395,holding,
03/26 22:29:42,BTC,0.495,0.505,holding,
03/26 22:29:45,BTC,0.535,0.465,holding,
03/26 22:29:47,BTC,0.455,0.545,holding,
03/26 22:29:49,BTC,0.35,0.65,holding,
03/26 22:29:53,BTC,0.695,0.305,holding,
03/26 22:29:55,BTC,0.775,0.24,holding,
03/26 22:29:57,BTC,0.87,0.13,holding,
03/26 22:29:59,BTC,0.965,0.035,holding,
03/26 22:30:00,BTC,0.995,0.005,*** SELL YES @ 99.50% ***,
03/26 22:40:02,ETH,0.815,0.185,*** BUY YES @ 81.50% ***,
03/26 22:40:09,ETH,0.845,0.155,holding,
03/26 22:40:12,ETH,0.885,0.115,holding,
03/26 22:40:12,XRP,0.165,0.835,*** BUY NO @ 83.50% ***,
03/26 22:40:20,ETH,0.945,0.055,holding,
03/26 22:40:20,XRP,0.235,0.765,holding,
03/26 22:40:24,ETH,0.965,0.035,holding,
03/26 22:40:24,XRP,0.335,0.665,holding,
03/26 22:40:26,ETH,0.95,0.045,holding,
03/26 22:40:26,XRP,0.365,0.635,holding,
03/26 22:40:29,ETH,0.955,0.045,holding,
03/26 22:40:29,XRP,0.355,0.645,holding,
03/26 22:40:31,ETH,0.955,0.035,holding,
03/26 22:40:31,XRP,0.425,0.575,holding,
03/26 22:40:34,ETH,0.965,0.035,holding,
03/26 22:40:34,XRP,0.455,0.545,holding,
03/26 22:40:36,ETH,0.97,0.03,holding,
03/26 22:40:36,ETH,0.975,0.025,*** SELL YES @ 97.00% ***,
03/26 22:40:38,XRP,0.635,0.365,holding,
03/26 22:40:41,ETH,0.975,0.025,holding,
03/26 22:40:41,XRP,0.545,0.455,holding,
03/26 22:40:43,ETH,0.975,0.025,holding,
03/26 22:40:43,XRP,0.485,0.515,holding,
03/26 22:40:45,ETH,0.965,0.035,holding,
03/26 22:40:46,XRP,0.415,0.585,holding,
03/26 22:40:48,BTC,0.825,0.175,*** BUY YES @ 82.50% ***,
03/26 22:40:52,ETH,0.945,0.055,holding,
03/26 22:40:52,XRP,0.315,0.685,holding,
03/26 22:40:54,BTC,0.835,0.165,holding,
03/26 22:40:54,ETH,0.955,0.045,holding,
03/26 22:40:54,XRP,0.32,0.68,holding,
03/26 22:40:57,BTC,0.645,0.375,holding,
03/26 22:40:57,ETH,0.885,0.11,holding,
03/26 22:40:57,XRP,0.185,0.815,holding,
03/26 22:40:59,BTC,0.535,0.465,holding,
03/26 22:40:59,ETH,0.875,0.125,holding,
03/26 22:40:59,XRP,0.14,0.86,holding,
03/26 22:41:02,BTC,0.625,0.375,holding,
03/26 22:41:02,ETH,0.91,0.09,holding,
03/26 22:41:03,XRP,0.145,0.865,holding,
03/26 22:41:05,BTC,0.585,0.415,holding,
03/26 22:41:05,ETH,0.905,0.095,holding,
03/26 22:41:05,XRP,0.135,0.865,holding,
03/26 22:41:07,BTC,0.555,0.445,holding,
03/26 22:41:07,ETH,0.905,0.095,holding,
03/26 22:41:08,XRP,0.11,0.89,holding,
03/26 22:41:10,BTC,0.435,0.565,holding,
03/26 22:41:10,ETH,0.825,0.175,holding,
03/26 22:41:10,XRP,0.08,0.92,holding,
03/26 22:41:13,BTC,0.285,0.715,holding,
03/26 22:41:13,BTC,0.285,0.715,*** CUT-LOSS YES @ 28.50% ***,
03/26 22:41:16,BTC,0.275,0.725,*** FLIP BUY NO @ 72.50% ***,
03/26 22:41:20,ETH,0.76,0.245,holding,
03/26 22:41:20,XRP,0.085,0.915,holding,
03/26 22:41:23,BTC,0.355,0.645,holding,
03/26 22:41:23,ETH,0.765,0.235,holding,
03/26 22:41:23,XRP,0.075,0.925,holding,
03/26 22:41:25,BTC,0.415,0.585,holding,
03/26 22:41:25,ETH,0.8,0.195,holding,
03/26 22:41:26,XRP,0.09,0.91,holding,
03/26 22:41:28,BTC,0.435,0.565,holding,
03/26 22:41:28,ETH,0.81,0.19,holding,
03/26 22:41:28,XRP,0.08,0.92,holding,
03/26 22:41:30,BTC,0.395,0.585,holding,
03/26 22:41:30,ETH,0.815,0.185,holding,
03/26 22:41:31,XRP,0.075,0.925,holding,
03/26 22:41:33,BTC,0.485,0.515,holding,
03/26 22:41:33,ETH,0.82,0.18,holding,
03/26 22:41:33,XRP,0.09,0.91,holding,
03/26 22:41:36,BTC,0.455,0.545,holding,
03/26 22:41:36,ETH,0.815,0.185,holding,
03/26 22:41:36,XRP,0.09,0.91,holding,
03/26 22:41:38,BTC,0.485,0.51,holding,
03/26 22:41:38,ETH,0.85,0.15,holding,
03/26 22:41:39,XRP,0.095,0.905,holding,
03/26 22:41:41,BTC,0.475,0.525,holding,
03/26 22:41:41,ETH,0.835,0.165,holding,
03/26 22:41:41,XRP,0.095,0.905,holding,
03/26 22:41:43,BTC,0.625,0.355,holding,
03/26 22:41:43,ETH,0.915,0.075,holding,
03/26 22:41:44,XRP,0.195,0.805,holding,
03/26 22:41:46,BTC,0.695,0.305,holding,
03/26 22:41:46,ETH,0.945,0.055,holding,
03/26 22:41:46,XRP,0.195,0.805,holding,
03/26 22:41:48,BTC,0.715,0.285,holding,
03/26 22:41:49,ETH,0.945,0.05,holding,
